STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,HEALTH_PROF,Health profession,WORKER_STATUS,Worker status,HEALTH_PROF_ACTIVITY_STATUS,Health profession activity status,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,OBS_STATUS4,Observation status 4,UNIT_MULT,Unit multiplier,REF_YEAR_PRICE,Price reference year
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ESP,Spain,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,574800,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ESP,Spain,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,594200,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ESP,Spain,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,12.29,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ESP,Spain,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,12.45,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ESP,Spain,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,608267,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,AUT,Austria,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,47984,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,5.38,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,5.53,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,AUT,Austria,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,49551,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,AUT,Austria,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,50917,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,5.63,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,5.69,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,AUT,Austria,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,51998,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,AUT,Austria,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,47400,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,5.16,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,CAN,Canada,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,204556,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,CAN,Canada,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,5.73,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,CAN,Canada,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,217978,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,CAN,Canada,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,5.96,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,CAN,Canada,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,6.07,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,CAN,Canada,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,225015,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,CAN,Canada,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,232280,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,CAN,Canada,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,6.17,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,CAN,Canada,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,6.31,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,CAN,Canada,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,239779.94,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,CAN,Canada,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,7.09,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,CAN,Canada,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,276153.41,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,CAN,Canada,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,288784.28,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,CAN,Canada,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,7.21,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,CAN,Canada,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,7.32,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,CAN,Canada,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,301992.86,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ISL,Iceland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,14.51,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ISL,Iceland,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,4800,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ISL,Iceland,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,4600,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ISL,Iceland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,13.71,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ISL,Iceland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,15.14,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ISL,Iceland,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,5200,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ISL,Iceland,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,5300,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ISL,Iceland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,15.03,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ISL,Iceland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,15.81,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ISL,Iceland,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,5700,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ISL,Iceland,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,6500,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ISL,Iceland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,17.74,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,NLD,Netherlands,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,234000,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,NLD,Netherlands,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,13.81,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,NLD,Netherlands,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,12.86,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,NLD,Netherlands,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,219000,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,NLD,Netherlands,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,224000,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,NLD,Netherlands,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,13.08,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,NLD,Netherlands,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,13.06,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,NLD,Netherlands,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,225000,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,NLD,Netherlands,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,234000,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,NLD,Netherlands,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,13.49,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,NLD,Netherlands,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,13.3,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,NLD,Netherlands,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,232000,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,NLD,Netherlands,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,250000,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,NLD,Netherlands,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,14.26,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,NLD,Netherlands,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,14.58,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,NLD,Netherlands,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,258000,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,NLD,Netherlands,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,262000,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,NLD,Netherlands,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,14.66,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,NLD,Netherlands,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,14.78,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,NLD,Netherlands,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,266000,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SVN,Slovenia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,1777,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SVN,Slovenia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,0.86,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SVN,Slovenia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,1,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SVN,Slovenia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,2058,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SVN,Slovenia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,2341,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SVN,Slovenia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,1.13,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SVN,Slovenia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,1.2,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SVN,Slovenia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,2500,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SVN,Slovenia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,2691,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SVN,Slovenia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,1.28,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SVN,Slovenia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,1.23,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SVN,Slovenia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,2603,,,,E,Estimated value,,,,,,,,,,
